fname,dialogue,summary,topic
train_8779,"#person1#: 저는 현재 세입자가 아직  중이기 때문에 아파트를 보여드릴 수 없습니다. 정말 멋진 곳이에요, 큰 주방과  좋은 창문이 있는데, 한 달에  200달러만 내면 됩니다. #person2#: 좋습니다만, 우리는 먼저 아파트를 보지 않고는 임대할 수 없습니다.","#person1#은 #person2#에게 아파트를 보여줄 수 없으므로, #person2#는 그것을 임대할 수 없습니다.",아파트 임대
train_8780,"#person1#:  너 정말 멋진 옷 입고 있네. #person2#: 와, 고마워. 이게 어떻게 보일지 잘 몰랐어. 판매원이 말한 모든 말을 믿을 수 없었어. #person1#: 오, 너 정말 화려해 보여. 너의 드레스가 신발과 정말 잘 어울려. #person2#: 그렇게 생각해주니 다행이네. 좀 노출이  보일까  걱정했어. #person1#: 아니, 전혀 그렇지 않아. 너에게 정말 고급스럽게 보여. 어디서 그걸 구입했어? #person2#: 백화점에서 세일할 때 샀어. #person1#: 언제 거기에 갔어? #person2#: 며칠 전에 갔었어. 너도 한번 가봐야 해. 정말 스타일리시한 옷들이 많이 세일 중이거든. #person1#: 그럴지도 몰라. 그들이 어떤 스타일의 옷을 팔고 있어? #person2#: 원하는 거 다 있어. 캐주얼하고 격식을  스타일 모두 있어. #person1#: 내 소장품에 추가할 새로운 넥타이 몇 개를 사고 싶었어. #person2#: 좋은 생각이야. 네 넥타이 중에는 꽤 구식인 것들이 있어. #person1#:  난 셔츠를  제작하는데 많은 돈을  때문에 넥타이를 새로 살 여유가 없었어. #person2#: 어쨌든, 오늘 밤 파티에 갈 거야? #person1#: 응, 갈 거야. 그런데, 너 그 옷으로 파티에 갈 거야? #person2#: 아니, 그건 좀 너무 격식을  것 같아. 좀 더 편안한 옷을 입을 거야. #person1#: 나도 그래. 아마 티셔츠와 청바지를 입고 갈 거야. #person2#: 그럼 너는 정말 편하게 입을 거 같네. #person1#: 그게 내 스타일이야, 사무실에 있지 않을 때는 말이야. #person2#: 좋은 생각이야. 우리 모두가 각자의 스타일을 가지고 있으니까.","#person1#은 #person2#의 옷차림을 칭찬한다. #person2#는 #person1#에게 백화점에 가서 새로운 넥타이를 구입해야 한다고 제안하지만, #person1#은 충분한 돈이 없다. 그들은 또한 파티에 어떤 옷을 입을지에 대해 이야기한다.",개별 스타일
train_8781,"#person1#: 지난 회의에서 주주들은 만장일치로 우리 회사와 블리코어의 합병을 저지하기로 의결했습니다. 집행위원회 모두가 합병에 찬성했습니다. 어떻게 주주들이 이 계획에 큰 영향력을 행사할 수 있었는지 이해할 수 없습니다. . . #person2#: 만약 그들이 특정 문제에 대해 모두 합의한다면, 결정권은 주주들에게 있습니다. 우리의 ceo나 직원들이 그렇게 될 것이라고 생각할 수 있지만, 실제로는 주주들이 돈을 통제하므로 그들이 가장 큰 권력을 가지고 있습니다. #person1#: 정말 그렇게 간단한 건가요? 그렇게 운영하는 것이 효율적이라고 보이지 않아요. . . #person2#: 가장 효율적인 방법은 아닐 수 있지만, 생각해보면 꽤 합리적입니다. 주주들은 우리의 투자자입니다. 그들이 우리 회사의 자본을 소유하고 있으므로, 회사가 어떻게 운영되는지에 대해 의견을 가질 권리가 있어야 합니다. #person1#: 그렇게 생각하면 말이 되는군요. . .",#person1#은 주주들이 계획에 어떻게 방해를 할 수 있는지 이해하지 못합니다. #person2#는 이를 #person1#에게 설명합니다.,주주들
train_8782,"#person1#: 우리의 신제품  캠페인이 매우 성공적이라는 것을 알게 되어 매우 기쁩니다. 우리는 이번 시즌에 기록적인 판매를 달성했습니다. #person2#: 정말 고무적인 소식이네요. 마케팅 부서에서 3개월 동안 조사를 했다던데,  말까지 피드백 정보를 연구개발센터에 보냈다더군요. r&d센터에서 제품을 출시하기 전에 두 번이나 디자인을 다시 했다는 얘기입니다. #person1#: 그것은  않은 일입니다. 새로운 제품에 대한 광고는 어떻게 생각하십니까? #person2#: 제가 본 것 중에 최고입니다. 저희  고객들, 젊은 분들이 좋아하실 겁니다. #person1#: 분명히 그럴 것입니다.",#person1#과 #person2#는 기록적인 판매를 달성한 성공적인 새 제품과 그 뒤에 숨겨진 많은 노력에 대해 이야기하고 있습니다.,기록적인 판매
train_8783,"#person1#: 영어를 할 수 있나요? #person2#: 네, 할 수 있습니다. 저는 영어를 매우 잘합니다. #person1#: 어디서 배웠나요? #person2#: 어릴 때 영국에 살았습니다. #person1#: 또 어떤 언어를 할 수 있나요? #person2#: 음, 이탈리아어를 조금 압니다.",#person2#는 영어와 조금의 이탈리아어를 할 수 있습니다.,언어
train_8784,"#person1#: 인터넷에서 추가 수입을 벌기는 생각보다 쉽습니다. 저는 작년에 인터넷에서  공예품을 판매하기 시작한 이후로, 정말로 좋아하는 일을 하면서 돈을 벌 수 있었습니다. #person2#: 그렇군요? 아직 고객 기반이 충분하지  인터넷 사업이 망하는 끔찍한 이야기를 많이 들어요. 어떻게 당신의 아이디어가 돈을 벌어다 줄 것인지 확신할 수 있나요? #person1#: 인터넷 사업을 성공적으로 운영하기 위해서는 약간의 연구와 비교적 적은 투자가 필요합니다. 수요가 있거나 인기가 있을 만한 제품에 대한 좋은 아이디어가 있어야 합니다. #person2#: 그게 마케팅 연구군요. . . . 그런데 아이디어가 생겼다면 어떻게 시작해야 하나요? #person1#: 훌륭한 아이디어가 생기면, 도메인 이름을 등록하고, 웹사이트를 만들고, 이메일 주소를 만들고, 호스팅 서비스를 설정할 수 있습니다. 웹사이트에 올인하고 싶다면 쇼핑  기술을 구축할 수 있지만, 처음에는 비용이 많이  수 있습니다. #person2#: 일이  보이네요! #person1#:  있는 일을 하려면 노력이 필요합니다. 돈이 나무에서 자라지는 않습니다. . . . 대부분의 사람들은 그것을 위해 일해야 합니다.","#person1#은 인터넷 사업이 쉽다고 생각하지만 #person2#는 그것에 의문을 가지고 있습니다. #person1#은 #person2#에게 어떻게 성공적으로 운영할 수 있는지 알려줍니다. #person2#는 그것이 할 일이 많다고 생각하는 반면, #person1#은 그것이  있는 일이라고 생각합니다.",인터넷 사업
train_8785,"#person1#: 음악 좋아해요? #person2#: 그건 상황에 따라 다르죠. #person1#: 음악이 잘 어울린다고 생각하나요? #person2#: 아니요, 음악이 너무 빠른 것 같아요. #person1#:  가사는 어떠세요? #person2#:  좋아요. #person1#: 저도 좋아해요. 자연스럽게 감정을 불러일으키죠. #person2#: 네, 그렇게 생각해요. 매우 감성적이에요. #person1#: 물론이죠, 그리고 저도 리듬이 좋아요. #person2#: 에너지가 넘치고 희망이 가득해요. #person1#: 정말. 듣고 즐길 만합니다. #person2#: 확실히 그렇죠. 아카데미상을 받을 만큼 가치가 있어요.",#person1#과 #person2#는 노래에 대해 이야기합니다. 그들 모두 그것이 감성적이고 에너지와 희망이 가득하기 때문에 즐깁니다.,음악
train_8786,"#person1#: 네가 가장 좋아하는 영화는 무엇이니? #person2#:  가장 좋아하는 영화는 슈퍼배드야. #person1#: 오, 그렇구나. 왜 그런거니? #person2#: 그것은 내가 본 영화 중에서 가장 웃긴 영화야. #person1#: 그건 사실이야. 정말 웃긴 영화야. #person2#: 너도 본 적 있어? #person1#: 응, 그 영화가 극장에서 처음 나왔을 때 봤어. #person2#: 영화 내내  않았어? 나는 그랬어. #person1#: 나도 그랬어. 그 영화 때문에 눈물까지 났어. #person2#: 나도 그랬어. #person1#: 내 집에 dvd가 있으니 같이 보러 와도 돼. #person2#: 그래, 가자.",#person2#의 가장 좋아하는 영화는 웃기기 때문에 슈퍼배드다. #person1#도 그것을 좋아하고 #person2#를 초대하여 함께 보자고 제안한다.,가장 좋아하는 영화
train_8787,"#person1#: 저는 이것에 만족하지 않습니다. #person2#: 왜요? 무슨 문제가 있나요? #person1#: 가끔 빠르게 가고 가끔 느리게 가고, 알람도 작동하지 않습니다. #person2#: 다른 것을 원하십니까? #person1#: 아니요, 제 돈을 돌려받을 수 있을까요? #person2#: 음, 영수증이 있나요? #person1#: 영수증? #person2#: 네, 제가 꼭 영수증을  합니다. 영수증 없이는 돈을 돌려드릴 수 없습니다. #person1#: 확실하지는 않지만, 제가 잃어버린 것 같습니다.",#person1#은 제품에 만족하지 않습니다. #person2#는 돈을 돌려주기 위해 영수증을 확인해야 합니다.,환불
train_8788,"#person1#: 피터,  배우는 거 맞죠? aa  학교 다니세요? #person2#: 사실, 그것은 abc  학교라고 불려요. #person1#: 비싼가요? #person2#: 저는 이미 10번의 수업을 받았고, 각각 14 파운드예요. #person1#: 그렇군요. 그리고 선생님 차는 새거인가요? #person2#: 네, 그리고 큰 차가 아니라서 주차하기 쉬워요. #person1#: 어디에서  시험을 볼 건가요? #person2#: 저는 지난 주에 시험에 떨어졌어요. #person1#: 뭔가를 치거나 했나요? #person2#: 신호등이 빨간불이었는데, 저는 그것을 보지 못했고, 제때 브레이크를  못했어요. #person1#: 신경 쓰지 마세요. 다시 시험을 볼 수 있습니다. 선생님에 대해 말해주세요. 그 사람은 친절해요? #person2#: 괜찮아요. 꽤 젊고 대화하기에 재미있지만 아버지가 다음 수업을 해주실 거예요. 더 저렴해요.","#person1#은 피터에게 피터가 다니는  학교에 대해 묻습니다. 피터는 지난 주에  시험에 떨어졌고, 아버지에게 배울 것입니다.",운전 학교
train_8789,"#person1#: 이제 우리는 매주  동안 수업을  때문에 이전보다 더 많은 여가 시간이 있습니다. #person2#: 티미, 당신은 어떻게 시간을 보내나요? #person1#: 저는 바이올린을 연주하는 것에 관심이 있고 계속 연습할 것입니다. #person2#: 종종 콘서트에 참여하나요? #person1#: 네, 저는 음악을 듣는 것을 좋아합니다. 현재 저의 주요 목표는 다른 사람들로부터 배우는 것입니다. #person2#: 클래식 음악을 좋아하나요, 아니면 팝 음악을 좋아하나요? #person1#: 둘 다 좋아합니다. 그럼 릴리, 당신은 어떻게 여가 시간을 보내세요? #person2#: 피아노를 치는 것이 제가 가장 좋아하는 활동입니다. #person1#: 취미가 비슷하네요. 앞으로도 자주 교류했으면 좋겠습니다. #person2#: 저도 그렇습니다. 하지만 저는 음악 이론에 약합니다. #person1#: 저도요.   같이 가실래요? 음악원 교수님이십니다. #person2#: 당신과 함께 가게 되어 기쁩니다. 그에게 조언을 구하겠습니다.",릴리와 티미는 여가 시간의 정리와 음악에 대한 비슷한 취미에 대해 이야기하고 있습니다. 그들은 서로의 경험을 교류하길 바랍니다.,비슷한 취미
train_8790,"#person1#: 피터, 너는 길  있는 빨간 집에 살아? #person2#: 네, 저는 부모님과 여동생과 함께 그 집에 살아요. 그리고 우리는  키우고 있어요. #person1#: 너는 매일 개를 산책시켜? #person2#: 아니요, 아버지가 일요일에 개를 산책시키고, 저는 금요일에 산책시켜요. 나머지 평일에는 엄마와 여동생이 산책시켜요. #person1#: 토요일에는 누가 개를 산책시켜? #person2#: 토요일에는 우리 모두가 공원에 가고  함께 가요. #person1#: 집안일도 도와? #person2#: 네. 엄마와 여동생이 빨래를 하고, 아버지가 요리를 하고 저는 바닥을 쓸어요.","#person1#과 피터는 피터의  피터의 개 산책, 그리고 그의 가족에서의 집안일 분배에 대해 이야기한다.",집안일
train_8791,"#person1#: 너 무슨 문제 있어? 실망한 것 같아 보여. #person2#: 그래. 인터넷 서핑하다가 컴퓨터가 또 다시 고장났어. 어제는 워드 프로세싱 프로그램을 실행시키지 못했어. 정말 미치겠어. #person1#: 고장났을 때 작업한 것 중에 잃어버린 것 있어? #person2#: 중요한 건 없어. 모든 것을 디스크에 백업해뒀어. 하지만 컴퓨터에 대해선 정말 바보 같아. 이해가 안 돼. #person1#: 그런 말 하지 마. 넌 똑똑한데 고급 컴퓨터를  있지 않아, 알지? 그래서 문제가 생기는 건 놀랍지 않아. 다시 시작할 수 있어? #person2#: 못해, 마이런. 완전히 고장난 것 같아. 론에게도 물어봤는데, 그는 도와줄 시간이 없었어. #person1#: 내가 너를 위해 한번 봐줄까? 아마 문제를 찾을 수 있을지도 몰라. #person2#: 그럴래? 정말 잘됐다. 넌 정말 대단한 사람이야, 마이런. #person1#: 고마워.",#person2#는 컴퓨터가 고장나서 실망했다. 마이런은 아마 문제를 찾아낼 수 있을 것 같다고 생각한다.,컴퓨터
train_8792,"#person1#: 왜 여기서 차를 멈추는 거야? 마을까지 아직 멀었는데. #person2#: 나는 차를 멈추지 않았어. 차가 스스로  거야. 잠시 확인해 보고 무슨 문제인지 알아보자. #person1#: 기름이 떨어진 건가? 잘 달리고 있었는데. #person2#: 기름이 떨어졌다고? 그럴 수도 있겠다. 아, 그래, 그렇네. #person1#: 하지만 주변에 아무도 없고 건물도 보이지 않아. 어떻게 기름을 얻을 수 있을까? #person2#: 걱정하지 마. 그냥 길가에 서 있어. 다음 차가 오면 손을 흔들어. 다른 사람들로부터 반드시 기름을 얻을 수 있을 거야. #person1#: 어두워지고 있어. 어둠이  전에 마을에 도착할 수 없을까봐 걱정이야. #person2#: 편하게 생각해. 반드시 마을에 도착해서 편안한 호텔에서 밤을 보낼 수 있을 거야.",#person1#과 #person2#의 차는 기름이 떨어졌다. #person1#은 걱정하지만 #person2#는 다음 차에서 기름을 얻을 수 있을 것이라고 생각한다.,기름
train_8793,"#person1#: 화장실이 정말 멋져 보여요. 직접 리모델링한 건가요, 아니면 누군가에게 부탁해서 한 건가요? #person2#: 제가 직접 했습니다. 인터넷에서 집 개선에 관한 많은 웹사이트를 찾아봤어요. 그리고 dy 상점에 가서 필요한 모든 것을 샀습니다. 제가 직접 하니까 많은 돈을 절약한 것 같고, 재미도 있었습니다. 직접 해보니 많이 배웠습니다. #person1#: 그럼, 보니까 바닥에 새 타일을 깔았고, 벽에 있는  몇 개를 교체했네요. 또한 세면도구를 위한 작은 찬장도 추가했습니다. 욕조, 샤워기, 세면대는 이전과 같은 거죠? #person2#: 네, 그렇습니다. 제가 깨끗이 청소했습니다. 상태가 좋아서 교체할 필요가 없었습니다. #person1#: 타일을  데 얼마나 걸렸나요? #person2#: 제가 처음 해보는 거라서, 인터넷에서  지시사항을 계속 참고해야 했습니다. 바닥 타일을  데 하루 종일 걸렸습니다. 아침 일찍부터 저녁까지요. 그리고  벽  몇 개를 교체하는 데 몇 시간을 보냈습니다. 찬장을 설치하는 데는 대략 한 시간 정도 걸렸으니, 총 2일이 걸렸습니다. #person1#: 정말 잘했다고 생각합니다. 전문가가 한 것만큼이나 잘했어요. 저의 화장실을 리모델링해주실 수 있을까요? #person2#: 행운을 빕니다!  제가 인터넷에서  정보를 출력해서 드릴게요. 그럼 직접 해보실 수 있을 겁니다.",#person1#은 #person2#의 화장실 장식을 칭찬합니다. #person2#는 #person1#에게 어떻게 독립적으로 화장실을 장식하는지 알려줍니다.,화장실 장식
train_8794,"#person1#: 릴리, 정말 죄송합니다. 하지만 내일의 회의를 연기하거나 취소해야 합니다. #person2#: 취소된다고요? 그럴 수가 없어요! #person1#: 죄송하지만 어쩔 수 없습니다. 장비가  나서 금요일까지 수리가 불가능합니다. #person2#: 아, 금요일에 고쳐졌으면 좋겠네요.",#person1#은 유감스럽게도 릴리에게 내일의 회의 취소를 알립니다.,회의 취소
train_8795,"#person1#: 안녕하세요.  호텔인가요? #person2#: 네, 여사님. 무엇을 도와드릴까요? #person1#: 네. 저는 웨스트우드 앤 웨스트우드 법률사무소에서 전화드리는데요. 알렉스 브렌트씨를 위해 예약을 하고 싶습니다. #person2#: 알겠습니다, 여사님. 브렌트 씨는 언제쯤 도착할 예정이고, 며칠 밤을  예정입니까?",#person1#은 브렌트 씨를 위한 예약을 하기 위해 전화를 합니다. #person2#은 그녀를 도와줍니다.,호텔 예약
train_8796,"#person1#: 아프가니스탄 고객들이 중국의 차를 구매하고  합니다. 당신에게 주문할까 합니다. #person2#: 어떤 차를 선호하십니까,  또는 자스민차? #person1#: 둘 다 좋아합니다. 샘플을 보여주실 수 있나요? #person2#: 그럼요, 여기 있습니다.  홍차,  우롱차, 후지산 우롱차,  홍차입니다.  제품은  홍차, 크러쉬드  등입니다. 이들은 많은 나라에서 가장 잘 팔리는 제품입니다. #person1#: 아, 정말 다양하네요. 다 색깔도  훌륭하고요. 어쩐지 우리나라 사람들이 중국 차를 제일 좋아하는데 가격대를 좀 알려주시겠어요? #person2#: 여기  목록이 있습니다. 목록에 있는 모든 가격은 우리의 최종 확인에 따릅니다. 가격이 합리적인 것을 볼 수 있습니다. #person1#: 카라치로 cf로 견적을 내주시길 바랍니다. #person2#: 알겠습니다. 견적을  위해 필요한 수량을 알려주실 수 있나요? #person1#: 네. 안티에서 온 500 킬로그램의 홍차, 항주에서 온 200 킬로그램의 자스민차 그리고 1등급의 크러쉬드  100 킬로그램을 원합니다. #person2#: 좋습니다. 내일 오후에 견적을 내드리겠습니다. 괜찮으십니까? #person1#: 네. 내일 오후에 뵙겠습니다.","#person1#은 #person2#로부터 중국 차를 구매하려고 합니다. #person2#는 몇 가지 샘플에 대한 소개를 합니다. #person1#은 안티에서 온 홍차, 항주에서 온 자스민차, 그리고 1등급의 크러쉬드 홍차를 주문하기로 결정했습니다.",중국 차 구매
train_8797,"#person1#: 도와드릴까요? #person2#: 네. 여기서  환전이 가능한가요? #person1#: 네. 저희 은행은 외환 거래 권한이 있습니다. #person2#: 어떤 종류의 화폐를 환전할 수 있나요? #person1#: 저희 저축은행에서는 usd, 일본 엔화,  달러 세 가지 화폐만 환전할 수 있습니다. #person2#: 오늘의 usd 환율이 어떻게 되나요? #person1#:  환율은 100달러당 826.44위안입니다. #person2#: 여기서 사용할 목적으로 몇몇 미국 달러를 환전하고 싶습니다. #person1#:  창구,   창구로 가주세요. 저기에 있습니다. #person2#: 감사합니다.",#person2#는 은행에서 돈을 미국 달러로 환전하려고 합니다. #person1#는 안내를 제공합니다.,외화 환전
train_8798,"#person1#: 이제 여기를 보면 영어학 학사 학위를 취득하셨다는 것을 확인할 수 있네요? #person2#: 네, 맞습니다. 뉴욕에서 고등학교를 졸업한 후 영국 요크 대학교에 다녔습니다. 전공은 영어, 부전공은 경영학으로 2004년에 학사를 마쳤습니다. #person1#: 네, 또한 우수한 성적을 받으셨다는 것을 확인하게 되어 기쁩니다. #person2#: 네, 맞습니다. 저는 항상 공부하는 것을 즐겼습니다. 친구들은 저를 책벌레라고 부르지만, 아버지는 항상 우리가 학문적으로 성공하도록 밀어붙였습니다. #person1#: 그럼, 그의 격려가 결실을  것 같네요, 레베카. 그럼 대학에서의 방과 후 활동은 어떠셨나요? #person2#: 저는 항상 글쓰기에 관심이 많아서 대학생 잡지의 편집장이 되었습니다. 그 일을 정말 좋아했습니다. 또한 요크의 노숙자를  위한 그룹인 쉘터에서 자원봉사를 했습니다. #person1#: 그 일은 어떤 것을 포함하고 있었나요? #person2#: 특히 겨울철에는 따뜻한 식사와 쉼터를 제공합니다. 그 그룹의 일원이 되어 정말 만족스러웠습니다. #person1#: 그럴 것 같네요. 좋습니다, 이제  경험에 대해 이야기해 보도록 하죠? #person2#: 네, 알겠습니다.",rebecca가 #person1#에게 대학에서의 학업 경험과 방과 후 활동에 대해 공유합니다.,대학 경험에 대한 토론
train_8799,"#person1#: 지난 주에 우리 부서의 모든 직원들에 대한 지난 분기의  평가가 있었습니다. 스티븐스,  평가에 대해 좀 더 자세히 설명해 주실 수 있나요? #person2#: 네, 그렇습니다. 대부분의 우리들은 지난 분기에 긍정적인 평가를 받았습니다. 프레드와 데이비드를  들어보세요. 그들 둘 다 최선을 다해 최고의 성과를 내려고 노력합니다. 특히 지난 분기에 그들의 성과가 두드러졌습니다. #person1#: 그들은 우리  내외에서 인기가 많습니다. 프레드는 사교적이고, 반면에 데이비드는 일하는 데 있어서 신중합니다. #person2#: 이 모든 것들이 그들의 성격을 많이 말해줍니다. #person1#: 그래서 저는 그들에게  인상을 추천하고 싶습니다. 프레드는 마케팅 부서의 대리로 승진했고 데이비드는 사무실 이사로 승진했습니다.",스티븐스는 지난 주의  평가에서 프레드와 데이비드의 뚜렷한 진전을 칭찬합니다. 그리고 #person1#은 그들의 승진을 발표합니다.,성과 평가
train_8800,"#person1#: 안녕, 케빈. 이런 말 하기 싫지만 우리의 약속을 취소해야 해. #person2#: 오, 아니! 왜? 너를 내 새로운 집에서 만나기를 기대하고 있었어. #person1#: 응, 나도 정말 가고 싶었어. 하지만 상하이에서 예상치 못한 일이 생겼어. 며칠 동안 비행기를 타고 가야 해, 하지만 곧 돌아올게. #person2#: 문제 없어. 돌아오면 나에게 전화해. #person1#: 다음 주에는 시간이 좀 있을 것 같아. 다음 주 수요일 저녁에 어때? #person2#: 나에게는 괜찮은데, 그때쯤 돌아올 수 있을까? 정말로 너를 보고 싶어. #person1#: 응, 화요일에 돌아올 예정이야. #person2#: 좋아! 그럼 그렇게 하자. #person1#: 알았어.",#person1#은 케빈에게 예상치 못한 일로 인해 약속을 취소해야 한다고 말한다. 그 후 그들은 수요일 저녁에 약속을 잡는다.,약속 취소
train_8801,"#person1#: 웹사이트에서 실시한 이 조사를 보세요. 직원들의 4분의  매일 평균 10분씩 인터넷에서 개인적인 일을 합니다. 이봐요, 프란시스, 당신은 어때요? #person2#: 음, 저는 주식 채권을 확인하고 엄마를 위해 항공편을 예약하는 데 대략 15분 정도 걸립니다. 어쨌든, 내 일은 다 끝냈고 이제 퇴근할 시간이네요. #person1#: 우리 회사는 인터넷 개인 사용을 제한하는  정책이 없지만, 사장님이 우리가 그런 일을 하는 것을 좋아하실 것 같지 않아요. #person2#: 물론이죠, 일이 항상 우선이죠. #person1#: 하지만 우리는 행운이에요. 회사 컴퓨터에는 우리가 방문하는 웹사이트를 추적하는 소프트웨어가 없어요. 요즘 나는 너무 자주 온라인으로 쇼핑을 해요. #person2#: 음, 조용히 해요.",#person1#과 프란시스는 회사에서 인터넷의 개인적 사용에 대해 이야기합니다. #person1#은 모니터링되지 않아서 행운이라고 느낍니다.,인터넷 개인 사용
train_8802,"#person1#: 이것들이 당신의 교과서인가요? 생화학, 일반 생태학, 식물학,  유전학,  유전학. . . #person2#: 네. 기말고사를 위해 이 모든 것들을 복습해야 해요. 시험이 바로 코 앞이거든요. #person1#: 아, 그렇군요! 각 학기마다 많은 시험을 보나요? #person2#: 그건 상황에 따라 다릅니다. 많은 학기도 있고, 그렇지 않은 학기도 있어요. 그리고 일부 과목은 시험을 보지 않고 논문만 요구하기도 해요. 그게 쉬워요. #person1#: 그럼 기말고사 준비는 언제 하나요? #person2#: 솔직히 말하자면, 대부분의 학생들은 시험 한 달 전에 준비를 시작해요. #person1#: 정말요? 한 달 동안만 수업을 복습하나요? 그게 효과가 있나요? #person2#: 물론이죠, 유용해요. 그리고 선생님의  복사본을 가지고 있는 것이 매우 중요해요, 왜냐하면 시험 문제의 대부분이 그것을 기반으로 만들어지거든요. #person1#: 와, 그 안에 모든 핵심 포인트가 포함되어 있나요? 당신은 정말 똑똑하네요! #person2#: 하지만 시험은 당신이 상상하는 것만큼 간단하지 않아요. 우리는 밤새 공부해야 해요. #person1#: 밤새도록 학교가 열려 있나요? #person2#: 네, 일부 사람들은 심지어 이불을  학교에서 자기도 해요. 그건 좀 미친 것 같아요.",#person2#는 #person1#에게 기말고사  기법을 공유합니다.,기말고사 준비
train_8803,"#person1#: 우리 중국인들은 왜 자신만의 발렌타인 데이가 없는 건가요? #person2#: 물론 있습니다. 그것은   7일입니다. #person1#: 오? 왜 그 날인가요? #person2#: 천상의 연인인 목동과 직녀가 오직  7일에만 만날 수 있다고 전해져  때문에, 이 날이 연인들의 날이 되었습니다.",#person2#가 #person1#에게 중국의 연인들의 날에 대해 설명합니다.,중국 연인들의 날
train_8804,"#person1#: 무슨 일 있어요? 너무 속상하고 힘들어 보여요. #person2#: 아버지가 사업에서 실패했어요. #person1#: 오, 정말 힘들겠다. #person2#: 아마 우리 가족이 겪어본 가장 힘든 시기일지도 몰라요. #person1#: 이해해. 그런데, 내가 도와줄 수 있는 방법이 있을까? #person2#: 아니요, 지금은 아니에요. 아르바이트를 구했어요. 그래서 아마 가족들이 어려움을 극복할 수 있도록 도울 수 있을 거에요. #person1#: 오, 정말 대단해네요,  가호가 있기를! 제가 필요하시면 언제든  있을게요. #person2#: 고마워요.",#person2#는 #person1#에게 가족의  위기 때문에 속상하다고 말한다. #person1#는 #person2#을 동정한다.,가족 재정 곤란
train_8805,"#person1#: 안녕, 마크, 어제 밤  봤어? #person2#: 아니, 나 외출했어. 볼만했어? #person1#: 못 들었어? 스페인이 이겼어,  0으로. #person2#: 오, 정말? 그럼 스페인이 다음 라운드로 진출한 거야? #person1#: 응. 결승전은 다음 주야. 꼭  해.",#person1#은 마이크에게 어제 밤 스페인이 게임에서 이겼다고 말했다.,게임에 대한 이야기
train_8806,"#person1#: 무엇을 도와드릴까요? #person2#: 복사기를 사용하고 싶습니다. #person1#: 복사기는 저기에 있습니다. #person2#: 복사기를 사용하려면 비용을 내야 하나요? #person1#: 네, 사용하려면 비용을 내야 합니다. #person2#: 얼마나 드나요? #person1#:  한  십 센트입니다. #person2#: 복사할 수 있는 장수에 제한이 있나요? #person1#: 원하시는 만큼 복사하실 수 있습니다. #person2#: 복사기 사용법을 보여주실 수 있나요? #person1#: 복사기 사용법은 복사기에  있습니다. #person2#: 아주 좋습니다. 감사합니다.",#person1#은 #person2#에게 복사기 사용에 대한 정보를 알려줍니다.,정보 요청
train_8807,"#person1#: 이번 토요일에 뭘 해야 할까요? #person2#: 이번 금요일에 록키 6편이 개봉한다고 하던데요. #person1#: 그래, 하지만 그게 재미있을지는 모르겠어요. #person2#: 저는 이전에 나온 5편을 다  이번에도 보고 싶은 거예요. #person1#: 그렇군요. 알겠어요. 이번 토요일에 보러 가요. #person2#: 점심 12시에 만나서 식사하고, 그 후에 영화를 보는 건 어떨까요? #person1#: 좋은  같아요.  레코드 앞에서 12시에 만나요.",#person1#과 #person2#는 이번 토요일에 점심을 먹고 록키 6편을 보기로 계획했습니다.,토요일 계획
train_8809,"#person1#: 도와드릴까요? #person2#: 네, 저는  문명에 대해 연구하고 있습니다. 이 주제에 대한 책이 있나요? #person1#: 여기 이 책들은  역사에 대한 것입니다. 도움이 될 수 있을 것 같아요. #person2#: 이 책을 빌려볼 수 있을까요? #person1#: 참고용으로 나온 것이라 도서관에 보관해야 합니다. 하지만 자유롭게 읽어보실 수 있습니다. #person2#: 알겠습니다. 그리고 이 책들을 빌리고 싶습니다. #person1#: 알겠습니다. 다음 주 수요일까지 반납해주셔야 합니다. #person2#: 도움 주셔서 감사합니다.",#person2#는 #person1#의 도움으로  역사에 대한 몇 권의 책을 도서관에서 빌렸습니다.,책 빌리기
train_8810,"#person1#: 도와드릴까요? #person2#: 안녕하세요, 저는 레이놀즈 씨 사무실의 샤론입니다. 한 시간 전에 여기서 귀사의 배송원이  한개를 가져갔어요. #person1#: 네, 문제가 있나요? 여사님? #person2#: 그런데 아직 목적지에 도착하지 않았습니다. 저희를 위해 그것을 추적해주실 수 있을까요? 레이놀즈 씨가 좀 걱정하고 있습니다.",샤론이 #person1#에게 레이놀즈  패키지를 추적하도록 요청합니다.,소포 추적
